"","OCCUPANCY_DATE","LOCATION_ADDRESS","LOCATION_POSTAL_CODE","LOCATION_CITY","LOCATION_PROVINCE","PROGRAM_MODEL","OVERNIGHT_SERVICE_TYPE","PROGRAM_AREA","CAPACITY_TYPE","SECTOR","SERVICE_USER_COUNT","CAPACITY_ACTUAL_BED","CAPACITY_FUNDING_BED","OCCUPIED_BEDS","CAPACITY_ACTUAL_ROOM","CAPACITY_FUNDING_ROOM","OCCUPIED_ROOMS","UNOCCUPIED_BEDS","UNAVAILABLE_BEDS","UNOCCUPIED_ROOMS","UNAVAILABLE_ROOMS","OCCUPANCY_RATE_BEDS","OCCUPANCY_RATE_ROOMS"
"5.96",2023-03-27,"3600 Steeles Ave W","L4L 8P5","Vaughan","ON","Emergency","Motel/Hotel Shelter","COVID-19 Response","Room Based Capacity","Families",20,NA,NA,NA,36,50,32,NA,NA,4,14,NA,0.888888888888889
"1.164",2023-03-28,"445 Rexdale Blvd","M9W 6P8","Etobicoke","ON","Emergency","Motel/Hotel Shelter","COVID-19 Response","Room Based Capacity","Families",56,NA,NA,NA,37,49,1,NA,NA,36,12,NA,0.027027027027027
"2.83",2023-03-29,"14 Roncesvalles Ave","M6R 2K3","Toronto","ON","Emergency","Motel/Hotel Shelter","COVID-19 Response","Room Based Capacity","Women",40,NA,NA,NA,21,27,14,NA,NA,7,6,NA,0.666666666666667
"2.6",2023-03-30,"14 Roncesvalles Ave","M6R 2K3","Toronto","ON","Emergency","Motel/Hotel Shelter","COVID-19 Response","Room Based Capacity","Youth",71,NA,NA,NA,6,29,3,NA,NA,3,23,NA,0.5
"5.215",2023-03-31,"3600 Steeles Ave W","L4L 8P5","Vaughan","ON","Emergency","Motel/Hotel Shelter","COVID-19 Response","Room Based Capacity","Youth",24,NA,NA,NA,35,49,26,NA,NA,9,14,NA,0.742857142857143
"2.88",2023-04-01,"14 Roncesvalles Ave","M6R 2K3","Toronto","ON","Emergency","Motel/Hotel Shelter","COVID-19 Response","Room Based Capacity","Men",83,NA,NA,NA,49,49,46,NA,NA,3,0,NA,0.938775510204082
"1.27",2023-04-02,"445 Rexdale Blvd","M9W 6P8","Etobicoke","ON","Emergency","Motel/Hotel Shelter","COVID-19 Response","Room Based Capacity","Families",55,NA,NA,NA,29,38,29,NA,NA,0,9,NA,1
"2.133",2023-04-03,"14 Roncesvalles Ave","M6R 2K3","Toronto","ON","Emergency","Motel/Hotel Shelter","COVID-19 Response","Room Based Capacity","Families",91,NA,NA,NA,43,45,33,NA,NA,10,2,NA,0.767441860465116
"4.61",2023-04-04,"1651 Sheppard Ave W","M3M 2X4","Toronto","ON","Transitional","Shelter","Base Shelter and Overnight Services System","Bed Based Capacity","Mixed Adult",203,26,47,3,NA,NA,NA,23,21,NA,NA,0.115384615384615,NA
"5.46",2023-04-05,"3600 Steeles Ave W","L4L 8P5","Vaughan","ON","Emergency","Motel/Hotel Shelter","COVID-19 Response","Room Based Capacity","Women",201,NA,NA,NA,49,49,43,NA,NA,6,0,NA,0.877551020408163
"5.62",2023-04-06,"3600 Steeles Ave W","L4L 8P5","Vaughan","ON","Emergency","Motel/Hotel Shelter","COVID-19 Response","Room Based Capacity","Youth",213,NA,NA,NA,22,44,1,NA,NA,21,22,NA,0.0454545454545455
"1.190",2023-04-07,"445 Rexdale Blvd","M9W 6P8","Etobicoke","ON","Emergency","Motel/Hotel Shelter","COVID-19 Response","Room Based Capacity","Mixed Adult",36,NA,NA,NA,36,41,2,NA,NA,34,5,NA,0.0555555555555556
"1.220",2023-04-08,"445 Rexdale Blvd","M9W 6P8","Etobicoke","ON","Emergency","Motel/Hotel Shelter","COVID-19 Response","Room Based Capacity","Mixed Adult",86,NA,NA,NA,32,36,11,NA,NA,21,4,NA,0.34375
"3.94",2023-04-09,"850 Bloor St W","M6G 1M2","Toronto","ON","Emergency","Shelter","Base Shelter and Overnight Services System","Bed Based Capacity","Women",72,49,49,34,NA,NA,NA,15,0,NA,NA,0.693877551020408,NA
"3.194",2023-04-10,"850 Bloor St W","M6G 1M2","Toronto","ON","Emergency","Shelter","Base Shelter and Overnight Services System","Bed Based Capacity","Mixed Adult",166,35,35,15,NA,NA,NA,20,0,NA,NA,0.428571428571429,NA
"1.288",2023-04-11,"445 Rexdale Blvd","M9W 6P8","Etobicoke","ON","Emergency","Motel/Hotel Shelter","COVID-19 Response","Room Based Capacity","Youth",72,NA,NA,NA,45,48,13,NA,NA,32,3,NA,0.288888888888889
"1.139",2023-04-12,"445 Rexdale Blvd","M9W 6P8","Etobicoke","ON","Emergency","Motel/Hotel Shelter","COVID-19 Response","Room Based Capacity","Women",277,NA,NA,NA,46,49,4,NA,NA,42,3,NA,0.0869565217391304
"2.215",2023-04-13,"14 Roncesvalles Ave","M6R 2K3","Toronto","ON","Emergency","Motel/Hotel Shelter","COVID-19 Response","Room Based Capacity","Youth",4,NA,NA,NA,45,45,30,NA,NA,15,0,NA,0.666666666666667
"4",2023-04-14,"1651 Sheppard Ave W","M3M 2X4","Toronto","ON","Transitional","Shelter","Base Shelter and Overnight Services System","Bed Based Capacity","Youth",69,48,49,40,NA,NA,NA,8,1,NA,NA,0.833333333333333,NA
"3.265",2023-04-15,"850 Bloor St W","M6G 1M2","Toronto","ON","Emergency","Shelter","Base Shelter and Overnight Services System","Bed Based Capacity","Women",58,42,50,40,NA,NA,NA,2,8,NA,NA,0.952380952380952,NA
"4.217",2023-04-16,"1651 Sheppard Ave W","M3M 2X4","Toronto","ON","Transitional","Shelter","Base Shelter and Overnight Services System","Bed Based Capacity","Men",84,33,43,11,NA,NA,NA,22,10,NA,NA,0.333333333333333,NA
"1.224",2023-04-17,"445 Rexdale Blvd","M9W 6P8","Etobicoke","ON","Emergency","Motel/Hotel Shelter","COVID-19 Response","Room Based Capacity","Mixed Adult",37,NA,NA,NA,49,49,7,NA,NA,42,0,NA,0.142857142857143
"1.283",2023-04-18,"445 Rexdale Blvd","M9W 6P8","Etobicoke","ON","Emergency","Motel/Hotel Shelter","COVID-19 Response","Room Based Capacity","Mixed Adult",92,NA,NA,NA,27,44,27,NA,NA,0,17,NA,1
"4.155",2023-04-19,"1651 Sheppard Ave W","M3M 2X4","Toronto","ON","Transitional","Shelter","Base Shelter and Overnight Services System","Bed Based Capacity","Mixed Adult",40,49,50,45,NA,NA,NA,4,1,NA,NA,0.918367346938776,NA
"2.1",2023-04-20,"14 Roncesvalles Ave","M6R 2K3","Toronto","ON","Emergency","Motel/Hotel Shelter","COVID-19 Response","Room Based Capacity","Men",295,NA,NA,NA,4,32,4,NA,NA,0,28,NA,1
"5.206",2023-04-21,"3600 Steeles Ave W","L4L 8P5","Vaughan","ON","Emergency","Motel/Hotel Shelter","COVID-19 Response","Room Based Capacity","Men",2,NA,NA,NA,48,50,48,NA,NA,0,2,NA,1
"4.49",2023-04-22,"1651 Sheppard Ave W","M3M 2X4","Toronto","ON","Transitional","Shelter","Base Shelter and Overnight Services System","Bed Based Capacity","Women",22,46,47,40,NA,NA,NA,6,1,NA,NA,0.869565217391304,NA
"2.244",2023-04-23,"14 Roncesvalles Ave","M6R 2K3","Toronto","ON","Emergency","Motel/Hotel Shelter","COVID-19 Response","Room Based Capacity","Mixed Adult",92,NA,NA,NA,17,17,2,NA,NA,15,0,NA,0.117647058823529
"2.144",2023-04-24,"14 Roncesvalles Ave","M6R 2K3","Toronto","ON","Emergency","Motel/Hotel Shelter","COVID-19 Response","Room Based Capacity","Families",151,NA,NA,NA,46,49,3,NA,NA,43,3,NA,0.0652173913043478
"3.20",2023-04-25,"850 Bloor St W","M6G 1M2","Toronto","ON","Emergency","Shelter","Base Shelter and Overnight Services System","Bed Based Capacity","Families",80,31,38,30,NA,NA,NA,1,7,NA,NA,0.967741935483871,NA
"4.257",2023-04-26,"1651 Sheppard Ave W","M3M 2X4","Toronto","ON","Transitional","Shelter","Base Shelter and Overnight Services System","Bed Based Capacity","Mixed Adult",7,39,45,33,NA,NA,NA,6,6,NA,NA,0.846153846153846,NA
"4.122",2023-04-27,"1651 Sheppard Ave W","M3M 2X4","Toronto","ON","Transitional","Shelter","Base Shelter and Overnight Services System","Bed Based Capacity","Mixed Adult",25,38,47,22,NA,NA,NA,16,9,NA,NA,0.578947368421053,NA
"1.277",2023-04-28,"445 Rexdale Blvd","M9W 6P8","Etobicoke","ON","Emergency","Motel/Hotel Shelter","COVID-19 Response","Room Based Capacity","Women",82,NA,NA,NA,49,50,2,NA,NA,47,1,NA,0.0408163265306122
"5.119",2023-04-29,"3600 Steeles Ave W","L4L 8P5","Vaughan","ON","Emergency","Motel/Hotel Shelter","COVID-19 Response","Room Based Capacity","Women",60,NA,NA,NA,36,48,9,NA,NA,27,12,NA,0.25
"4.240",2023-04-30,"1651 Sheppard Ave W","M3M 2X4","Toronto","ON","Transitional","Shelter","Base Shelter and Overnight Services System","Bed Based Capacity","Women",290,13,27,5,NA,NA,NA,8,14,NA,NA,0.384615384615385,NA
"5.210",2023-05-01,"3600 Steeles Ave W","L4L 8P5","Vaughan","ON","Emergency","Motel/Hotel Shelter","COVID-19 Response","Room Based Capacity","Families",2,NA,NA,NA,36,50,36,NA,NA,0,14,NA,1
"2.10",2023-05-02,"14 Roncesvalles Ave","M6R 2K3","Toronto","ON","Emergency","Motel/Hotel Shelter","COVID-19 Response","Room Based Capacity","Mixed Adult",52,NA,NA,NA,47,48,36,NA,NA,11,1,NA,0.765957446808511
"2.81",2023-05-03,"14 Roncesvalles Ave","M6R 2K3","Toronto","ON","Emergency","Motel/Hotel Shelter","COVID-19 Response","Room Based Capacity","Youth",56,NA,NA,NA,43,47,39,NA,NA,4,4,NA,0.906976744186046
"1.143",2023-05-04,"445 Rexdale Blvd","M9W 6P8","Etobicoke","ON","Emergency","Motel/Hotel Shelter","COVID-19 Response","Room Based Capacity","Women",32,NA,NA,NA,22,47,17,NA,NA,5,25,NA,0.772727272727273
"5.252",2023-05-05,"3600 Steeles Ave W","L4L 8P5","Vaughan","ON","Emergency","Motel/Hotel Shelter","COVID-19 Response","Room Based Capacity","Families",72,NA,NA,NA,33,37,32,NA,NA,1,4,NA,0.96969696969697
"5.242",2023-05-06,"3600 Steeles Ave W","L4L 8P5","Vaughan","ON","Emergency","Motel/Hotel Shelter","COVID-19 Response","Room Based Capacity","Mixed Adult",93,NA,NA,NA,40,49,8,NA,NA,32,9,NA,0.2
"4.174",2023-05-07,"1651 Sheppard Ave W","M3M 2X4","Toronto","ON","Transitional","Shelter","Base Shelter and Overnight Services System","Bed Based Capacity","Men",70,48,48,38,NA,NA,NA,10,0,NA,NA,0.791666666666667,NA
"5.214",2023-05-08,"3600 Steeles Ave W","L4L 8P5","Vaughan","ON","Emergency","Motel/Hotel Shelter","COVID-19 Response","Room Based Capacity","Mixed Adult",55,NA,NA,NA,46,47,45,NA,NA,1,1,NA,0.978260869565217
"3.87",2023-05-09,"850 Bloor St W","M6G 1M2","Toronto","ON","Emergency","Shelter","Base Shelter and Overnight Services System","Bed Based Capacity","Mixed Adult",11,40,45,36,NA,NA,NA,4,5,NA,NA,0.9,NA
"2.294",2023-05-10,"14 Roncesvalles Ave","M6R 2K3","Toronto","ON","Emergency","Motel/Hotel Shelter","COVID-19 Response","Room Based Capacity","Youth",51,NA,NA,NA,22,33,7,NA,NA,15,11,NA,0.318181818181818
"1.176",2023-05-11,"445 Rexdale Blvd","M9W 6P8","Etobicoke","ON","Emergency","Motel/Hotel Shelter","COVID-19 Response","Room Based Capacity","Women",99,NA,NA,NA,49,50,28,NA,NA,21,1,NA,0.571428571428571
"4.275",2023-05-12,"1651 Sheppard Ave W","M3M 2X4","Toronto","ON","Transitional","Shelter","Base Shelter and Overnight Services System","Bed Based Capacity","Youth",64,49,50,48,NA,NA,NA,1,1,NA,NA,0.979591836734694,NA
"4.40",2023-05-13,"1651 Sheppard Ave W","M3M 2X4","Toronto","ON","Transitional","Shelter","Base Shelter and Overnight Services System","Bed Based Capacity","Men",28,40,43,12,NA,NA,NA,28,3,NA,NA,0.3,NA
"2.209",2023-05-14,"14 Roncesvalles Ave","M6R 2K3","Toronto","ON","Emergency","Motel/Hotel Shelter","COVID-19 Response","Room Based Capacity","Men",43,NA,NA,NA,20,33,19,NA,NA,1,13,NA,0.95
"1.136",2023-05-15,"445 Rexdale Blvd","M9W 6P8","Etobicoke","ON","Emergency","Motel/Hotel Shelter","COVID-19 Response","Room Based Capacity","Women",26,NA,NA,NA,34,34,3,NA,NA,31,0,NA,0.0882352941176471
"4.191",2023-05-16,"1651 Sheppard Ave W","M3M 2X4","Toronto","ON","Transitional","Shelter","Base Shelter and Overnight Services System","Bed Based Capacity","Families",96,33,41,0,NA,NA,NA,33,8,NA,NA,0,NA
"5.239",2023-05-17,"3600 Steeles Ave W","L4L 8P5","Vaughan","ON","Emergency","Motel/Hotel Shelter","COVID-19 Response","Room Based Capacity","Youth",37,NA,NA,NA,20,23,12,NA,NA,8,3,NA,0.6
"1.208",2023-05-18,"445 Rexdale Blvd","M9W 6P8","Etobicoke","ON","Emergency","Motel/Hotel Shelter","COVID-19 Response","Room Based Capacity","Families",189,NA,NA,NA,49,50,39,NA,NA,10,1,NA,0.795918367346939
"5.256",2023-05-19,"3600 Steeles Ave W","L4L 8P5","Vaughan","ON","Emergency","Motel/Hotel Shelter","COVID-19 Response","Room Based Capacity","Mixed Adult",47,NA,NA,NA,41,46,27,NA,NA,14,5,NA,0.658536585365854
"4.212",2023-05-20,"1651 Sheppard Ave W","M3M 2X4","Toronto","ON","Transitional","Shelter","Base Shelter and Overnight Services System","Bed Based Capacity","Youth",83,24,30,15,NA,NA,NA,9,6,NA,NA,0.625,NA
"5.72",2023-05-21,"3600 Steeles Ave W","L4L 8P5","Vaughan","ON","Emergency","Motel/Hotel Shelter","COVID-19 Response","Room Based Capacity","Youth",297,NA,NA,NA,19,28,8,NA,NA,11,9,NA,0.421052631578947
"4.250",2023-05-22,"1651 Sheppard Ave W","M3M 2X4","Toronto","ON","Transitional","Shelter","Base Shelter and Overnight Services System","Bed Based Capacity","Men",41,13,45,10,NA,NA,NA,3,32,NA,NA,0.769230769230769,NA
"3.215",2023-05-23,"850 Bloor St W","M6G 1M2","Toronto","ON","Emergency","Shelter","Base Shelter and Overnight Services System","Bed Based Capacity","Men",96,24,46,14,NA,NA,NA,10,22,NA,NA,0.583333333333333,NA
"2.90",2023-05-24,"14 Roncesvalles Ave","M6R 2K3","Toronto","ON","Emergency","Motel/Hotel Shelter","COVID-19 Response","Room Based Capacity","Mixed Adult",260,NA,NA,NA,35,49,22,NA,NA,13,14,NA,0.628571428571429
"2.122",2023-05-25,"14 Roncesvalles Ave","M6R 2K3","Toronto","ON","Emergency","Motel/Hotel Shelter","COVID-19 Response","Room Based Capacity","Families",48,NA,NA,NA,49,49,45,NA,NA,4,0,NA,0.918367346938776
"3.35",2023-05-26,"850 Bloor St W","M6G 1M2","Toronto","ON","Emergency","Shelter","Base Shelter and Overnight Services System","Bed Based Capacity","Mixed Adult",41,49,49,46,NA,NA,NA,3,0,NA,NA,0.938775510204082,NA
"3.179",2023-05-27,"850 Bloor St W","M6G 1M2","Toronto","ON","Emergency","Shelter","Base Shelter and Overnight Services System","Bed Based Capacity","Men",11,48,49,44,NA,NA,NA,4,1,NA,NA,0.916666666666667,NA
"4.65",2023-05-28,"1651 Sheppard Ave W","M3M 2X4","Toronto","ON","Transitional","Shelter","Base Shelter and Overnight Services System","Bed Based Capacity","Youth",26,46,46,7,NA,NA,NA,39,0,NA,NA,0.152173913043478,NA
"3.121",2023-05-29,"850 Bloor St W","M6G 1M2","Toronto","ON","Emergency","Shelter","Base Shelter and Overnight Services System","Bed Based Capacity","Men",59,44,46,44,NA,NA,NA,0,2,NA,NA,1,NA
"2.295",2023-05-30,"14 Roncesvalles Ave","M6R 2K3","Toronto","ON","Emergency","Motel/Hotel Shelter","COVID-19 Response","Room Based Capacity","Mixed Adult",187,NA,NA,NA,49,50,28,NA,NA,21,1,NA,0.571428571428571
"3.15",2023-05-31,"850 Bloor St W","M6G 1M2","Toronto","ON","Emergency","Shelter","Base Shelter and Overnight Services System","Bed Based Capacity","Youth",31,30,31,22,NA,NA,NA,8,1,NA,NA,0.733333333333333,NA
"3.201",2023-06-01,"850 Bloor St W","M6G 1M2","Toronto","ON","Emergency","Shelter","Base Shelter and Overnight Services System","Bed Based Capacity","Youth",56,46,48,42,NA,NA,NA,4,2,NA,NA,0.91304347826087,NA
"3.125",2023-06-02,"850 Bloor St W","M6G 1M2","Toronto","ON","Emergency","Shelter","Base Shelter and Overnight Services System","Bed Based Capacity","Families",10,34,47,14,NA,NA,NA,20,13,NA,NA,0.411764705882353,NA
"2.98",2023-06-03,"14 Roncesvalles Ave","M6R 2K3","Toronto","ON","Emergency","Motel/Hotel Shelter","COVID-19 Response","Room Based Capacity","Families",87,NA,NA,NA,36,45,35,NA,NA,1,9,NA,0.972222222222222
"4.1",2023-06-04,"1651 Sheppard Ave W","M3M 2X4","Toronto","ON","Transitional","Shelter","Base Shelter and Overnight Services System","Bed Based Capacity","Youth",221,48,48,35,NA,NA,NA,13,0,NA,NA,0.729166666666667,NA
"3.59",2023-06-05,"850 Bloor St W","M6G 1M2","Toronto","ON","Emergency","Shelter","Base Shelter and Overnight Services System","Bed Based Capacity","Women",85,47,50,7,NA,NA,NA,40,3,NA,NA,0.148936170212766,NA
"3.225",2023-06-06,"850 Bloor St W","M6G 1M2","Toronto","ON","Emergency","Shelter","Base Shelter and Overnight Services System","Bed Based Capacity","Mixed Adult",15,46,48,44,NA,NA,NA,2,2,NA,NA,0.956521739130435,NA
"2.254",2023-06-07,"14 Roncesvalles Ave","M6R 2K3","Toronto","ON","Emergency","Motel/Hotel Shelter","COVID-19 Response","Room Based Capacity","Youth",81,NA,NA,NA,49,49,42,NA,NA,7,0,NA,0.857142857142857
"4.270",2023-06-08,"1651 Sheppard Ave W","M3M 2X4","Toronto","ON","Transitional","Shelter","Base Shelter and Overnight Services System","Bed Based Capacity","Women",12,31,44,31,NA,NA,NA,0,13,NA,NA,1,NA
"1.280",2023-06-09,"445 Rexdale Blvd","M9W 6P8","Etobicoke","ON","Emergency","Motel/Hotel Shelter","COVID-19 Response","Room Based Capacity","Families",36,NA,NA,NA,46,48,34,NA,NA,12,2,NA,0.739130434782609
"4.248",2023-06-10,"1651 Sheppard Ave W","M3M 2X4","Toronto","ON","Transitional","Shelter","Base Shelter and Overnight Services System","Bed Based Capacity","Men",13,44,44,39,NA,NA,NA,5,0,NA,NA,0.886363636363636,NA
"5.70",2023-06-11,"3600 Steeles Ave W","L4L 8P5","Vaughan","ON","Emergency","Motel/Hotel Shelter","COVID-19 Response","Room Based Capacity","Youth",66,NA,NA,NA,42,48,0,NA,NA,42,6,NA,0
"5.47",2023-06-12,"3600 Steeles Ave W","L4L 8P5","Vaughan","ON","Emergency","Motel/Hotel Shelter","COVID-19 Response","Room Based Capacity","Youth",234,NA,NA,NA,44,45,43,NA,NA,1,1,NA,0.977272727272727
"5.66",2023-06-13,"3600 Steeles Ave W","L4L 8P5","Vaughan","ON","Emergency","Motel/Hotel Shelter","COVID-19 Response","Room Based Capacity","Mixed Adult",62,NA,NA,NA,26,35,1,NA,NA,25,9,NA,0.0384615384615385
"5.118",2023-06-14,"3600 Steeles Ave W","L4L 8P5","Vaughan","ON","Emergency","Motel/Hotel Shelter","COVID-19 Response","Room Based Capacity","Women",203,NA,NA,NA,36,50,36,NA,NA,0,14,NA,1
"4.102",2023-06-15,"1651 Sheppard Ave W","M3M 2X4","Toronto","ON","Transitional","Shelter","Base Shelter and Overnight Services System","Bed Based Capacity","Women",252,44,44,4,NA,NA,NA,40,0,NA,NA,0.0909090909090909,NA
"2.204",2023-06-16,"14 Roncesvalles Ave","M6R 2K3","Toronto","ON","Emergency","Motel/Hotel Shelter","COVID-19 Response","Room Based Capacity","Men",82,NA,NA,NA,32,42,27,NA,NA,5,10,NA,0.84375
"3.186",2023-06-17,"850 Bloor St W","M6G 1M2","Toronto","ON","Emergency","Shelter","Base Shelter and Overnight Services System","Bed Based Capacity","Families",83,12,21,10,NA,NA,NA,2,9,NA,NA,0.833333333333333,NA
"4.83",2023-06-18,"1651 Sheppard Ave W","M3M 2X4","Toronto","ON","Transitional","Shelter","Base Shelter and Overnight Services System","Bed Based Capacity","Youth",43,47,47,44,NA,NA,NA,3,0,NA,NA,0.936170212765957,NA
"5.202",2023-06-19,"3600 Steeles Ave W","L4L 8P5","Vaughan","ON","Emergency","Motel/Hotel Shelter","COVID-19 Response","Room Based Capacity","Youth",155,NA,NA,NA,31,39,27,NA,NA,4,8,NA,0.870967741935484
"5.86",2023-06-20,"3600 Steeles Ave W","L4L 8P5","Vaughan","ON","Emergency","Motel/Hotel Shelter","COVID-19 Response","Room Based Capacity","Families",80,NA,NA,NA,37,42,17,NA,NA,20,5,NA,0.459459459459459
"3.17",2023-06-21,"850 Bloor St W","M6G 1M2","Toronto","ON","Emergency","Shelter","Base Shelter and Overnight Services System","Bed Based Capacity","Mixed Adult",3,26,44,25,NA,NA,NA,1,18,NA,NA,0.961538461538462,NA
"3.296",2023-06-22,"850 Bloor St W","M6G 1M2","Toronto","ON","Emergency","Shelter","Base Shelter and Overnight Services System","Bed Based Capacity","Women",27,47,49,8,NA,NA,NA,39,2,NA,NA,0.170212765957447,NA
"1.29",2023-06-23,"445 Rexdale Blvd","M9W 6P8","Etobicoke","ON","Emergency","Motel/Hotel Shelter","COVID-19 Response","Room Based Capacity","Families",10,NA,NA,NA,45,49,34,NA,NA,11,4,NA,0.755555555555556
"1.149",2023-06-24,"445 Rexdale Blvd","M9W 6P8","Etobicoke","ON","Emergency","Motel/Hotel Shelter","COVID-19 Response","Room Based Capacity","Mixed Adult",41,NA,NA,NA,44,48,24,NA,NA,20,4,NA,0.545454545454545
"2.42",2023-06-25,"14 Roncesvalles Ave","M6R 2K3","Toronto","ON","Emergency","Motel/Hotel Shelter","COVID-19 Response","Room Based Capacity","Youth",12,NA,NA,NA,20,43,20,NA,NA,0,23,NA,1
"2.115",2023-06-26,"14 Roncesvalles Ave","M6R 2K3","Toronto","ON","Emergency","Motel/Hotel Shelter","COVID-19 Response","Room Based Capacity","Families",94,NA,NA,NA,46,46,7,NA,NA,39,0,NA,0.152173913043478
"3.281",2023-06-27,"850 Bloor St W","M6G 1M2","Toronto","ON","Emergency","Shelter","Base Shelter and Overnight Services System","Bed Based Capacity","Mixed Adult",91,45,50,37,NA,NA,NA,8,5,NA,NA,0.822222222222222,NA
"4.41",2023-06-28,"1651 Sheppard Ave W","M3M 2X4","Toronto","ON","Transitional","Shelter","Base Shelter and Overnight Services System","Bed Based Capacity","Youth",290,31,35,14,NA,NA,NA,17,4,NA,NA,0.451612903225806,NA
"5.79",2023-06-29,"3600 Steeles Ave W","L4L 8P5","Vaughan","ON","Emergency","Motel/Hotel Shelter","COVID-19 Response","Room Based Capacity","Mixed Adult",34,NA,NA,NA,43,49,10,NA,NA,33,6,NA,0.232558139534884
"4.277",2023-06-30,"1651 Sheppard Ave W","M3M 2X4","Toronto","ON","Transitional","Shelter","Base Shelter and Overnight Services System","Bed Based Capacity","Families",85,25,30,15,NA,NA,NA,10,5,NA,NA,0.6,NA
"4.210",2023-07-01,"1651 Sheppard Ave W","M3M 2X4","Toronto","ON","Transitional","Shelter","Base Shelter and Overnight Services System","Bed Based Capacity","Youth",17,32,47,31,NA,NA,NA,1,15,NA,NA,0.96875,NA
"2.7",2023-07-02,"14 Roncesvalles Ave","M6R 2K3","Toronto","ON","Emergency","Motel/Hotel Shelter","COVID-19 Response","Room Based Capacity","Women",92,NA,NA,NA,39,46,19,NA,NA,20,7,NA,0.487179487179487
"2.288",2023-07-03,"14 Roncesvalles Ave","M6R 2K3","Toronto","ON","Emergency","Motel/Hotel Shelter","COVID-19 Response","Room Based Capacity","Men",198,NA,NA,NA,15,26,5,NA,NA,10,11,NA,0.333333333333333
"2.33",2023-07-04,"14 Roncesvalles Ave","M6R 2K3","Toronto","ON","Emergency","Motel/Hotel Shelter","COVID-19 Response","Room Based Capacity","Families",144,NA,NA,NA,11,12,6,NA,NA,5,1,NA,0.545454545454545
"5.275",2023-07-05,"3600 Steeles Ave W","L4L 8P5","Vaughan","ON","Emergency","Motel/Hotel Shelter","COVID-19 Response","Room Based Capacity","Families",62,NA,NA,NA,48,48,21,NA,NA,27,0,NA,0.4375
"4.12",2023-07-06,"1651 Sheppard Ave W","M3M 2X4","Toronto","ON","Transitional","Shelter","Base Shelter and Overnight Services System","Bed Based Capacity","Youth",204,49,49,9,NA,NA,NA,40,0,NA,NA,0.183673469387755,NA
"4.225",2023-07-07,"1651 Sheppard Ave W","M3M 2X4","Toronto","ON","Transitional","Shelter","Base Shelter and Overnight Services System","Bed Based Capacity","Youth",158,33,33,32,NA,NA,NA,1,0,NA,NA,0.96969696969697,NA
"4.276",2023-07-08,"1651 Sheppard Ave W","M3M 2X4","Toronto","ON","Transitional","Shelter","Base Shelter and Overnight Services System","Bed Based Capacity","Men",52,49,49,33,NA,NA,NA,16,0,NA,NA,0.673469387755102,NA
"3.4",2023-07-09,"850 Bloor St W","M6G 1M2","Toronto","ON","Emergency","Shelter","Base Shelter and Overnight Services System","Bed Based Capacity","Youth",29,41,50,39,NA,NA,NA,2,9,NA,NA,0.951219512195122,NA
